transaction_id,account_id,transaction_time,amount,merchant_category,ip_country,device_id,channel,is_fraud_txn
1183,662,2025-02-23 12:37:00,52.38,Travel,US,dev_331,mobile,0
1184,144,2025-02-21 03:46:00,186.22,Fuel,US,dev_310,mobile,0
1185,146,2025-03-28 08:48:00,85.23,Fuel,US,dev_633,mobile,0
1186,537,2025-01-14 20:38:00,120.42,Fuel,CA,dev_405,web,0
1187,555,2025-03-20 14:09:00,22.25,Fuel,US,dev_996,mobile,0
1188,973,2025-01-06 12:53:00,223.32,Grocery,CA,dev_536,pos,0
1189,173,2025-03-30 15:48:00,76.32,Restaurants,US,dev_190,pos,0
1190,618,2025-03-18 11:15:00,167.9,Fuel,CA,dev_531,web,0
1191,654,2025-01-14 08:53:00,182.39,Travel,US,dev_755,pos,0
1192,337,2025-02-23 21:53:00,66.56,Travel,US,dev_113,web,0
1193,731,2025-03-04 07:37:00,126.27,Restaurants,CA,dev_781,mobile,0
1194,107,2025-03-04 17:38:00,210.17,GiftCards,GB,dev_631,pos,0
1195,392,2025-01-06 19:06:00,149.63,Fuel,US,dev_689,web,0
1196,121,2025-01-31 11:37:00,169.79,Restaurants,CA,dev_934,mobile,0
1197,736,2025-01-06 11:41:00,198.09,GiftCards,GB,dev_984,pos,0
1198,39,2025-02-21 20:47:00,195.52,Fuel,US,dev_321,pos,0
1199,186,2025-01-04 20:21:00,29.21,GiftCards,US,dev_846,mobile,0
1200,870,2025-02-02 11:52:00,172.34,Travel,US,dev_383,mobile,0
1201,803,2025-01-07 10:29:00,176.28,Fuel,US,dev_887,web,0
1202,215,2025-03-13 17:41:00,83.86,GiftCards,US,dev_899,web,0
1203,865,2025-03-05 02:21:00,91.19,Restaurants,US,dev_424,mobile,0
1204,104,2025-01-12 20:25:00,81.67,GiftCards,US,dev_874,mobile,0
1205,208,2025-02-03 22:31:00,90.9,GiftCards,US,dev_872,web,0
1206,983,2025-01-22 10:01:00,32.31,Restaurants,US,dev_618,pos,0
1207,658,2025-03-13 09:48:00,142.18,Electronics,CA,dev_733,pos,0
1208,78,2025-01-26 02:05:00,229.1,Fuel,CA,dev_972,mobile,0
1209,150,2025-02-13 17:22:00,230.71,Grocery,US,dev_728,pos,0
1210,995,2025-01-11 10:14:00,113.42,Grocery,US,dev_661,web,0
1211,684,2025-02-05 00:31:00,59.99,Fuel,US,dev_351,web,0
1212,451,2025-03-24 06:09:00,957.94,GiftCards,US,dev_958,mobile,1
1213,425,2025-03-13 17:36:00,52.1,Electronics,GB,dev_694,mobile,0
1214,643,2025-03-15 12:47:00,69.07,Travel,US,dev_541,mobile,0
1215,374,2025-01-31 10:34:00,92.48,Fuel,US,dev_429,pos,0
1216,253,2025-03-10 18:08:00,28.67,Restaurants,CA,dev_648,mobile,0
1217,108,2025-03-19 07:46:00,90.34,Fuel,GB,dev_940,web,0
1218,477,2025-02-04 18:53:00,18.03,Restaurants,CA,dev_609,pos,0
1219,447,2025-01-09 05:01:00,142.19,Restaurants,US,dev_455,mobile,0
1220,889,2025-01-19 02:43:00,91.83,Fuel,US,dev_683,mobile,0
1221,971,2025-01-04 22:38:00,125.25,Fuel,US,dev_505,web,0
1222,678,2025-02-27 09:34:00,175.82,Travel,US,dev_338,pos,0
1223,818,2025-03-07 13:09:00,192.74,Fuel,GB,dev_422,web,0
1224,995,2025-03-20 01:45:00,189.84,Restaurants,US,dev_893,web,0
1225,629,2025-01-09 16:26:00,183.94,Fuel,US,dev_354,pos,0
1226,793,2025-01-23 05:01:00,126.27,Grocery,US,dev_191,web,0
1227,969,2025-02-21 18:44:00,237.51,GiftCards,CA,dev_490,pos,0
1228,486,2025-01-18 10:11:00,28.49,Travel,US,dev_824,mobile,0
1229,901,2025-02-02 15:05:00,50.22,GiftCards,US,dev_332,mobile,0
1230,663,2025-03-23 02:21:00,115.67,Grocery,GB,dev_363,web,0
1231,901,2025-03-19 01:35:00,19.49,Travel,US,dev_272,web,0
1232,987,2025-03-09 00:00:00,85.08,Travel,US,dev_919,pos,0
1233,577,2025-02-17 02:11:00,51.18,Restaurants,CA,dev_286,pos,0
1234,224,2025-02-14 03:55:00,172.38,Electronics,GB,dev_483,pos,0
1235,182,2025-02-26 22:54:00,220.52,Electronics,GB,dev_252,mobile,0
1236,32,2025-03-21 01:59:00,136.71,Grocery,US,dev_398,web,0
1237,358,2025-03-29 05:37:00,132.03,Grocery,CA,dev_297,pos,0
1238,159,2025-03-20 10:29:00,232.51,Restaurants,CA,dev_902,mobile,0
1239,967,2025-01-15 21:35:00,21.04,Electronics,US,dev_244,web,0
1240,984,2025-03-04 06:50:00,104.05,Travel,US,dev_591,pos,0
1241,725,2025-03-17 03:54:00,132.36,Fuel,US,dev_639,pos,0
1242,589,2025-03-31 17:33:00,101.58,Restaurants,US,dev_389,mobile,0
1243,139,2025-02-27 06:18:00,236.34,GiftCards,CA,dev_545,mobile,0
1244,85,2025-03-04 00:31:00,30.56,Restaurants,CA,dev_724,mobile,0
1245,314,2025-03-05 09:49:00,172.59,Grocery,GB,dev_951,web,0
1246,193,2025-01-12 09:57:00,225.57,Restaurants,US,dev_756,mobile,0
1247,757,2025-01-07 17:01:00,16.57,Travel,CA,dev_292,mobile,0
1248,988,2025-03-10 01:52:00,207.22,GiftCards,GB,dev_636,web,0
1249,521,2025-02-17 21:44:00,15.96,Electronics,US,dev_568,web,0
1250,914,2025-01-29 22:20:00,22.88,Electronics,CA,dev_311,pos,0
1251,656,2025-03-20 00:02:00,230.91,Electronics,US,dev_397,web,0
1252,927,2025-01-31 21:52:00,229.24,Travel,US,dev_499,web,0
1253,381,2025-02-21 01:09:00,39.71,Electronics,GB,dev_784,mobile,0
1254,904,2025-02-24 21:36:00,178.99,Fuel,US,dev_309,pos,0
1255,755,2025-02-04 13:44:00,7.51,GiftCards,CA,dev_384,web,0
1256,837,2025-03-04 08:38:00,7.56,Fuel,CA,dev_142,pos,0
1257,786,2025-02-27 04:42:00,173.93,Grocery,US,dev_218,web,0
1258,924,2025-03-04 02:11:00,136.55,Electronics,US,dev_797,pos,0
1259,953,2025-03-30 12:18:00,136.38,Travel,GB,dev_367,web,0
1260,780,2025-01-16 12:52:00,221.97,Electronics,US,dev_668,mobile,0
1261,206,2025-01-17 16:02:00,119.89,Grocery,US,dev_334,web,0
1262,854,2025-02-19 05:05:00,191.82,Grocery,US,dev_546,pos,0
1263,380,2025-02-26 23:09:00,113.3,Grocery,GB,dev_885,web,0
1264,787,2025-01-27 23:20:00,15.72,Grocery,US,dev_449,mobile,0
1265,944,2025-01-23 11:29:00,54.16,Fuel,US,dev_500,mobile,0
1266,157,2025-02-07 16:04:00,60.18,Fuel,US,dev_443,pos,0
1267,739,2025-02-26 00:55:00,112.93,Electronics,GB,dev_641,mobile,0
1268,571,2025-01-21 04:35:00,241.22,Grocery,US,dev_801,web,0
1269,420,2025-03-08 17:01:00,156.55,Electronics,US,dev_479,web,0
1270,147,2025-01-14 21:14:00,6.45,Grocery,GB,dev_159,mobile,0
1271,788,2025-03-14 03:54:00,60.01,Fuel,US,dev_677,pos,0
1272,76,2025-01-03 20:52:00,228.15,Restaurants,CA,dev_389,pos,0
1273,631,2025-02-19 14:58:00,188.28,Fuel,CA,dev_727,mobile,0
1274,354,2025-03-23 14:30:00,230.26,Electronics,CA,dev_649,mobile,0
1275,230,2025-01-19 09:40:00,184.09,GiftCards,US,dev_264,mobile,0
1276,758,2025-01-03 13:51:00,414.9,Electronics,NG,dev_511,web,1
1277,861,2025-03-22 11:13:00,235.76,GiftCards,CA,dev_571,pos,0
1278,464,2025-02-26 12:29:00,94.07,Travel,CA,dev_236,pos,0
1279,543,2025-01-27 07:13:00,179.58,Restaurants,US,dev_994,pos,0
1280,676,2025-03-21 11:57:00,118.53,GiftCards,US,dev_759,mobile,0
1281,219,2025-02-20 04:30:00,31.62,Fuel,CA,dev_407,pos,0
1282,423,2025-01-07 06:13:00,87.73,Electronics,CA,dev_629,mobile,0
1283,185,2025-02-26 00:44:00,1831.96,GiftCards,DE,dev_863,pos,1
1284,577,2025-01-20 20:25:00,145.89,Electronics,US,dev_521,mobile,0
1285,480,2025-02-01 23:08:00,191.84,GiftCards,US,dev_725,pos,0
1286,544,2025-03-22 01:43:00,28.78,Grocery,US,dev_121,web,0
1287,943,2025-01-07 10:54:00,27.04,Travel,US,dev_861,web,0
1288,981,2025-01-28 09:53:00,21.18,Restaurants,US,dev_697,mobile,0
1289,487,2025-02-13 22:11:00,75.99,Grocery,GB,dev_263,web,0
1290,168,2025-02-23 03:34:00,228.01,GiftCards,US,dev_675,pos,0
1291,644,2025-03-02 22:17:00,174.04,Electronics,US,dev_779,web,0
1292,932,2025-02-26 03:48:00,14.65,GiftCards,CA,dev_488,mobile,0
1293,175,2025-01-03 18:44:00,247.0,Travel,CA,dev_698,pos,0
1294,187,2025-02-27 00:31:00,236.92,Restaurants,US,dev_447,web,0
1295,908,2025-02-17 02:11:00,38.06,Travel,CA,dev_253,web,0
1296,958,2025-03-27 06:40:00,83.57,Fuel,US,dev_463,pos,0
1297,819,2025-03-05 00:39:00,223.31,GiftCards,US,dev_473,mobile,0
1298,197,2025-03-07 08:33:00,226.55,Grocery,CA,dev_426,web,0
1299,54,2025-03-25 07:44:00,80.13,GiftCards,CA,dev_445,web,0
1300,280,2025-03-26 14:42:00,24.66,Restaurants,US,dev_233,pos,0
1301,11,2025-03-15 00:19:00,98.26,GiftCards,CA,dev_497,web,0
1302,712,2025-03-28 08:44:00,96.91,Travel,GB,dev_974,mobile,0
1303,417,2025-02-13 04:22:00,181.18,Restaurants,US,dev_600,mobile,0
1304,274,2025-01-11 14:58:00,169.59,Fuel,US,dev_982,pos,0
1305,918,2025-01-15 00:51:00,36.49,Grocery,US,dev_176,web,0
1306,383,2025-01-09 04:36:00,201.36,Grocery,US,dev_109,pos,0
1307,14,2025-02-13 19:04:00,43.28,Fuel,CA,dev_746,mobile,0
1308,805,2025-03-27 03:39:00,34.88,Fuel,US,dev_304,pos,0
1309,949,2025-01-11 05:05:00,180.97,Grocery,US,dev_543,pos,0
1310,239,2025-01-27 01:45:00,24.46,Travel,GB,dev_297,mobile,0
1311,838,2025-01-26 22:31:00,50.59,Travel,GB,dev_985,web,0
1312,454,2025-01-24 16:00:00,24.49,Electronics,US,dev_247,pos,0
1313,590,2025-01-25 22:07:00,177.2,Grocery,US,dev_291,mobile,0
1314,775,2025-01-30 05:25:00,160.65,Restaurants,US,dev_715,mobile,0
1315,519,2025-03-23 09:13:00,109.5,Travel,US,dev_643,web,0
1316,671,2025-03-29 08:18:00,189.8,Grocery,US,dev_164,mobile,0
1317,353,2025-01-08 19:48:00,205.34,Grocery,CA,dev_112,pos,0
1318,691,2025-01-12 10:37:00,193.99,Travel,GB,dev_794,web,0
1319,583,2025-02-03 23:53:00,83.17,Travel,CA,dev_479,mobile,0
1320,308,2025-03-04 10:34:00,51.62,Restaurants,US,dev_143,pos,0
1321,362,2025-02-22 14:56:00,118.1,GiftCards,CA,dev_989,mobile,0
1322,464,2025-01-20 04:47:00,188.89,GiftCards,US,dev_994,web,0
1323,808,2025-02-10 12:55:00,102.86,Grocery,CA,dev_910,pos,0
1324,928,2025-01-23 04:37:00,236.78,Electronics,US,dev_116,mobile,0
1325,484,2025-01-20 08:21:00,53.45,GiftCards,CA,dev_262,mobile,0
1326,850,2025-03-12 08:14:00,51.54,Restaurants,CA,dev_543,mobile,0
1327,971,2025-01-21 15:42:00,19.64,Grocery,US,dev_431,pos,0
1328,489,2025-03-19 09:09:00,62.61,GiftCards,US,dev_526,mobile,0
1329,14,2025-02-09 20:10:00,87.95,Travel,GB,dev_539,pos,0
1330,125,2025-03-18 04:33:00,74.06,Fuel,US,dev_926,pos,0
1331,885,2025-01-17 11:36:00,242.76,Grocery,US,dev_557,mobile,0
1332,428,2025-02-01 06:20:00,173.63,Travel,CA,dev_905,mobile,0
1333,569,2025-02-13 18:50:00,86.11,Electronics,US,dev_429,pos,0
1334,587,2025-01-30 22:37:00,204.26,Electronics,CA,dev_676,mobile,0
1335,912,2025-01-03 10:32:00,220.78,GiftCards,US,dev_738,mobile,0
1336,84,2025-03-09 15:29:00,152.64,Fuel,US,dev_168,mobile,0
1337,399,2025-01-25 08:45:00,40.06,Grocery,CA,dev_352,web,0
1338,649,2025-01-01 10:22:00,207.09,GiftCards,GB,dev_249,mobile,0
1339,980,2025-02-10 15:20:00,136.4,Fuel,US,dev_711,pos,0
1340,124,2025-02-07 23:03:00,185.2,Electronics,GB,dev_918,pos,0
1341,290,2025-02-01 12:27:00,176.66,Grocery,US,dev_367,web,0
1342,148,2025-02-07 00:01:00,164.65,GiftCards,US,dev_477,mobile,0
1343,795,2025-01-19 14:40:00,98.59,Electronics,GB,dev_554,mobile,0
1344,111,2025-02-05 14:17:00,1937.66,Electronics,NG,dev_700,web,1
1345,331,2025-01-03 03:03:00,217.6,Restaurants,CA,dev_477,web,0
1346,323,2025-02-18 17:01:00,159.08,Fuel,US,dev_505,web,0
1347,335,2025-03-20 01:41:00,74.31,Restaurants,GB,dev_140,pos,0
1348,58,2025-01-17 15:04:00,232.1,Electronics,US,dev_204,pos,0
1349,168,2025-01-31 02:48:00,93.28,Travel,US,dev_183,mobile,0
1350,352,2025-01-09 15:25:00,138.55,Restaurants,CA,dev_757,mobile,0
1351,712,2025-01-20 17:52:00,26.92,Electronics,CA,dev_262,web,0
1352,782,2025-02-03 07:15:00,18.85,Fuel,GB,dev_124,web,0
1353,659,2025-03-31 07:30:00,891.3,GiftCards,NG,dev_991,web,1
1354,513,2025-02-10 10:24:00,190.21,Fuel,CA,dev_119,pos,0
1355,784,2025-02-07 15:01:00,169.06,Fuel,CA,dev_663,web,0
1356,42,2025-01-26 18:02:00,56.16,Restaurants,CA,dev_107,mobile,0
1357,719,2025-01-11 18:56:00,95.19,Electronics,CA,dev_317,web,0
1358,550,2025-01-01 20:47:00,157.58,Travel,GB,dev_483,pos,0
1359,398,2025-01-21 06:48:00,153.87,Travel,US,dev_434,mobile,0
1360,403,2025-01-16 20:18:00,115.65,GiftCards,GB,dev_767,pos,0
1361,525,2025-02-21 06:11:00,32.61,GiftCards,US,dev_860,web,0
1362,205,2025-03-14 23:47:00,78.16,Fuel,US,dev_707,mobile,0
1363,370,2025-03-01 01:41:00,158.4,Restaurants,US,dev_322,pos,0
1364,25,2025-02-09 00:13:00,208.25,Travel,US,dev_611,pos,0
1365,398,2025-02-11 14:25:00,152.44,Electronics,CA,dev_591,pos,0
1366,612,2025-02-06 21:54:00,234.77,Grocery,GB,dev_209,web,0
1367,874,2025-01-04 19:03:00,215.01,Travel,US,dev_410,mobile,0
1368,391,2025-03-14 05:06:00,18.12,Electronics,US,dev_533,pos,0
1369,898,2025-02-17 02:17:00,107.28,Grocery,US,dev_888,web,0
1370,921,2025-01-16 09:09:00,69.37,Electronics,US,dev_751,pos,0
1371,976,2025-03-29 00:56:00,233.11,GiftCards,US,dev_114,web,0
1372,89,2025-01-31 14:55:00,222.18,Fuel,GB,dev_379,mobile,0
1373,24,2025-03-31 18:30:00,20.5,Fuel,US,dev_320,web,0
1374,408,2025-03-28 12:01:00,14.1,GiftCards,CA,dev_522,web,0
1375,997,2025-01-02 18:57:00,15.79,Grocery,US,dev_826,mobile,0
1376,737,2025-03-03 06:51:00,70.48,Fuel,US,dev_992,web,0
1377,241,2025-03-30 14:51:00,5.48,Fuel,US,dev_994,pos,0
1378,856,2025-02-25 17:44:00,124.69,Electronics,US,dev_393,mobile,0
1379,91,2025-03-18 11:29:00,206.07,Restaurants,US,dev_482,pos,0
1380,924,2025-02-17 23:35:00,137.49,Travel,US,dev_516,web,0
1381,595,2025-02-21 11:29:00,245.96,Travel,US,dev_933,pos,0
1382,770,2025-03-05 21:34:00,104.92,GiftCards,US,dev_716,mobile,0
1383,907,2025-01-18 10:59:00,92.87,GiftCards,CA,dev_871,pos,0
1384,883,2025-03-29 05:56:00,15.48,Restaurants,US,dev_713,mobile,0
1385,554,2025-03-22 23:10:00,213.52,Restaurants,US,dev_935,web,0
1386,845,2025-03-30 12:05:00,206.74,Grocery,GB,dev_657,web,0
1387,533,2025-01-14 18:00:00,67.41,Restaurants,US,dev_857,web,0
1388,701,2025-02-12 15:07:00,84.74,Travel,GB,dev_504,pos,0
1389,673,2025-02-20 07:36:00,91.03,GiftCards,US,dev_331,pos,0
1390,660,2025-02-28 04:53:00,175.02,Electronics,US,dev_912,pos,0
1391,820,2025-01-14 15:09:00,229.38,Fuel,US,dev_347,mobile,0
1392,311,2025-01-27 17:40:00,28.66,Electronics,US,dev_116,web,0
1393,303,2025-01-16 06:11:00,207.78,Fuel,US,dev_168,mobile,0
1394,464,2025-01-16 13:22:00,167.09,Grocery,GB,dev_407,mobile,0
1395,398,2025-02-17 06:19:00,109.99,Restaurants,CA,dev_750,pos,0
1396,608,2025-01-06 21:31:00,244.37,GiftCards,US,dev_459,web,0
1397,262,2025-03-31 15:55:00,200.47,Restaurants,US,dev_532,pos,0
1398,602,2025-03-21 11:43:00,125.13,Grocery,CA,dev_139,mobile,0
1399,778,2025-01-12 15:16:00,138.22,Grocery,US,dev_841,pos,0
1400,647,2025-01-13 14:24:00,188.52,Electronics,GB,dev_580,web,0
1401,331,2025-02-09 17:49:00,177.49,GiftCards,US,dev_728,mobile,0
1402,98,2025-01-02 21:08:00,150.39,Fuel,US,dev_618,mobile,0
1403,71,2025-03-06 05:29:00,72.31,Restaurants,CA,dev_920,pos,0
1404,670,2025-01-07 08:37:00,1695.19,GiftCards,US,dev_400,web,1
1405,41,2025-02-07 19:21:00,109.55,Fuel,US,dev_957,web,0
1406,204,2025-03-03 15:15:00,6.39,Fuel,US,dev_891,mobile,0
1407,45,2025-02-08 05:14:00,88.32,Fuel,GB,dev_965,mobile,0
1408,235,2025-02-26 22:58:00,743.97,GiftCards,RU,dev_548,mobile,1
1409,376,2025-03-31 13:01:00,178.56,Fuel,US,dev_750,pos,0
1410,109,2025-02-23 15:02:00,73.33,Restaurants,CA,dev_168,web,0
1411,90,2025-02-03 21:22:00,121.28,Restaurants,US,dev_996,web,0
1412,124,2025-01-04 05:05:00,144.75,Fuel,US,dev_556,pos,0
1413,560,2025-02-17 17:16:00,122.08,Fuel,US,dev_696,mobile,0
1414,119,2025-03-13 01:14:00,54.6,Travel,US,dev_864,pos,0
1415,401,2025-01-02 11:03:00,130.0,Grocery,US,dev_637,pos,0
1416,273,2025-03-16 16:00:00,79.32,Electronics,US,dev_349,mobile,0
1417,821,2025-01-28 06:42:00,121.32,GiftCards,US,dev_201,web,0
1418,398,2025-03-12 20:40:00,137.64,Grocery,US,dev_783,web,0
1419,879,2025-03-07 04:55:00,191.33,GiftCards,GB,dev_174,pos,0
1420,169,2025-02-01 20:48:00,106.31,Fuel,US,dev_330,mobile,0
1421,417,2025-01-08 13:02:00,218.31,GiftCards,US,dev_297,pos,0
1422,744,2025-02-17 12:28:00,153.58,Electronics,US,dev_590,pos,0
1423,973,2025-03-07 13:41:00,218.61,Fuel,US,dev_347,pos,0
1424,534,2025-02-06 15:49:00,23.39,Restaurants,US,dev_527,web,0
1425,576,2025-01-11 22:57:00,195.38,Fuel,US,dev_478,mobile,0
1426,403,2025-02-05 14:41:00,202.67,Travel,US,dev_956,pos,0
1427,620,2025-02-11 09:54:00,237.38,Restaurants,CA,dev_495,pos,0
1428,604,2025-03-30 17:59:00,172.14,Restaurants,GB,dev_240,mobile,0
1429,346,2025-01-12 22:31:00,243.93,Restaurants,GB,dev_731,pos,0
1430,65,2025-02-02 20:17:00,219.31,Restaurants,GB,dev_333,mobile,0
1431,950,2025-02-11 07:36:00,51.86,Travel,US,dev_945,mobile,0
1432,531,2025-03-28 13:17:00,69.66,GiftCards,US,dev_886,pos,0
1433,912,2025-01-18 22:18:00,51.54,Fuel,US,dev_829,pos,0
1434,567,2025-02-11 06:51:00,118.36,Restaurants,US,dev_220,pos,0
1435,741,2025-02-07 20:15:00,55.4,Fuel,US,dev_287,pos,0
1436,830,2025-03-05 11:15:00,100.95,Fuel,US,dev_681,mobile,0
1437,551,2025-02-13 04:16:00,153.47,Travel,US,dev_485,pos,0
1438,403,2025-01-01 02:12:00,203.94,Travel,CA,dev_565,pos,0
1439,598,2025-02-05 16:36:00,108.02,Travel,US,dev_537,pos,0
1440,502,2025-03-18 03:30:00,112.11,Travel,US,dev_243,web,0
1441,126,2025-02-16 01:02:00,72.95,Restaurants,GB,dev_374,web,0
1442,803,2025-01-13 23:43:00,108.7,Grocery,GB,dev_161,web,0
1443,115,2025-02-13 19:46:00,72.91,GiftCards,US,dev_336,web,0
1444,634,2025-03-19 18:48:00,70.35,Restaurants,US,dev_960,web,0
1445,156,2025-01-03 17:37:00,82.6,Electronics,US,dev_925,mobile,0
1446,209,2025-03-11 19:01:00,238.85,Grocery,GB,dev_858,pos,0
1447,998,2025-02-04 15:07:00,28.44,GiftCards,US,dev_347,mobile,0
1448,625,2025-01-22 05:58:00,58.98,Grocery,US,dev_344,pos,0
1449,316,2025-02-25 18:55:00,151.93,GiftCards,CA,dev_318,web,0
1450,103,2025-01-11 13:45:00,113.81,Electronics,CA,dev_971,pos,0
1451,769,2025-02-18 00:34:00,192.44,Electronics,CA,dev_547,pos,0
1452,351,2025-02-11 00:31:00,129.35,GiftCards,CA,dev_721,web,0
1453,382,2025-01-19 22:04:00,152.23,Fuel,CA,dev_272,mobile,0
1454,213,2025-01-28 10:22:00,104.25,Electronics,US,dev_336,mobile,0
1455,615,2025-03-02 00:43:00,234.14,Electronics,US,dev_563,pos,0
1456,820,2025-01-03 12:36:00,89.57,GiftCards,US,dev_602,mobile,0
1457,742,2025-02-27 13:05:00,112.15,Travel,US,dev_375,mobile,0
1458,934,2025-02-03 15:10:00,46.29,Restaurants,GB,dev_713,pos,0
1459,830,2025-01-26 01:24:00,94.32,Electronics,US,dev_824,web,0
1460,95,2025-03-20 22:35:00,17.27,Grocery,GB,dev_361,mobile,0
1461,153,2025-02-07 04:54:00,111.79,Electronics,US,dev_519,mobile,0
1462,171,2025-03-08 02:14:00,218.59,Restaurants,US,dev_686,pos,0
1463,802,2025-01-23 09:35:00,120.21,GiftCards,US,dev_341,web,0
1464,828,2025-01-26 19:45:00,23.88,Grocery,US,dev_936,web,0
1465,547,2025-01-16 14:35:00,182.19,Electronics,GB,dev_291,web,0
1466,806,2025-01-02 10:54:00,47.09,Travel,GB,dev_932,web,0
1467,513,2025-03-06 01:25:00,38.06,Grocery,CA,dev_259,web,0
1468,248,2025-03-19 11:36:00,196.87,GiftCards,US,dev_565,web,0
1469,728,2025-01-15 22:15:00,44.71,Restaurants,US,dev_168,mobile,0
1470,140,2025-01-01 09:29:00,134.58,GiftCards,CA,dev_663,pos,0
1471,744,2025-02-21 16:29:00,240.72,Restaurants,US,dev_905,pos,0
1472,592,2025-02-21 08:33:00,234.53,Electronics,GB,dev_978,mobile,0
1473,130,2025-01-05 06:04:00,151.95,Travel,US,dev_218,pos,0
1474,926,2025-02-22 12:24:00,78.38,Grocery,US,dev_598,web,0
1475,769,2025-01-03 06:27:00,194.89,Electronics,CA,dev_985,pos,0
1476,810,2025-01-18 20:50:00,78.98,Electronics,US,dev_116,web,0
1477,926,2025-02-26 08:31:00,102.81,Fuel,CA,dev_480,web,0
1478,475,2025-01-17 13:03:00,65.11,Electronics,US,dev_402,mobile,0
1479,55,2025-02-14 14:58:00,165.09,GiftCards,US,dev_712,mobile,0
1480,364,2025-03-07 17:30:00,14.93,GiftCards,US,dev_460,mobile,0
1481,199,2025-02-09 16:10:00,7.71,Grocery,US,dev_862,pos,0
1482,576,2025-02-04 01:01:00,129.83,Fuel,GB,dev_480,web,0
1483,460,2025-02-21 10:51:00,155.17,Travel,GB,dev_434,mobile,0
1484,377,2025-01-07 16:37:00,35.21,GiftCards,CA,dev_543,pos,0
1485,38,2025-03-27 17:46:00,188.49,Restaurants,US,dev_257,mobile,0
1486,339,2025-03-26 22:28:00,184.21,Fuel,US,dev_247,web,0
1487,781,2025-01-26 02:39:00,99.05,GiftCards,US,dev_142,web,0
1488,311,2025-01-02 04:12:00,107.5,Electronics,CA,dev_918,web,0
1489,438,2025-03-12 18:16:00,247.65,Electronics,US,dev_167,web,0
1490,880,2025-01-05 08:46:00,123.25,Grocery,US,dev_579,web,0
1491,948,2025-03-28 15:07:00,24.59,GiftCards,US,dev_731,pos,0
1492,382,2025-03-02 08:36:00,141.85,Fuel,US,dev_746,pos,0
1493,335,2025-03-09 04:42:00,172.08,Fuel,GB,dev_632,pos,0
1494,286,2025-03-18 07:14:00,204.66,GiftCards,CA,dev_378,mobile,0
1495,963,2025-03-07 09:31:00,247.87,Grocery,GB,dev_407,mobile,0
1496,110,2025-01-19 17:14:00,211.9,Electronics,US,dev_575,web,0
1497,949,2025-01-13 22:34:00,128.93,GiftCards,CA,dev_529,pos,0
1498,340,2025-02-08 02:15:00,44.8,GiftCards,US,dev_893,mobile,0
1499,949,2025-01-08 13:25:00,204.69,Electronics,CA,dev_584,web,0
1500,342,2025-02-17 03:19:00,62.74,GiftCards,CA,dev_702,web,0
1501,416,2025-02-25 07:18:00,64.59,Electronics,US,dev_263,pos,0
1502,335,2025-03-17 12:54:00,25.31,Grocery,US,dev_915,pos,0
1503,9,2025-01-20 17:27:00,125.7,Grocery,US,dev_152,web,0
1504,483,2025-01-23 01:08:00,76.4,Travel,US,dev_782,pos,0
1505,90,2025-01-06 05:57:00,80.89,Grocery,US,dev_696,web,0
1506,41,2025-03-20 00:52:00,231.03,Electronics,CA,dev_943,mobile,0
1507,111,2025-02-04 18:18:00,133.89,Restaurants,US,dev_241,web,0
1508,474,2025-03-19 08:10:00,162.65,Fuel,GB,dev_198,mobile,0
1509,622,2025-01-29 22:18:00,12.85,Travel,US,dev_811,mobile,0
1510,830,2025-02-27 11:32:00,80.07,Fuel,CA,dev_528,web,0
1511,814,2025-02-09 21:20:00,56.58,GiftCards,US,dev_820,web,0
1512,38,2025-01-11 01:37:00,219.41,Electronics,US,dev_559,web,0
1513,153,2025-01-10 09:49:00,86.52,Travel,GB,dev_344,pos,0
1514,494,2025-02-25 13:07:00,232.82,Fuel,GB,dev_846,pos,0
1515,310,2025-01-27 15:41:00,13.29,Electronics,CA,dev_296,mobile,0
1516,68,2025-01-07 01:53:00,214.0,Travel,CA,dev_291,mobile,0
1517,475,2025-03-26 12:50:00,178.74,Travel,CA,dev_236,mobile,0
1518,764,2025-02-24 21:20:00,239.73,Restaurants,US,dev_107,web,0
1519,978,2025-02-02 13:05:00,124.29,Travel,US,dev_143,web,0
1520,246,2025-03-07 19:31:00,239.48,Electronics,US,dev_527,web,0
1521,790,2025-01-02 20:23:00,179.28,Restaurants,US,dev_445,web,0
1522,108,2025-03-03 16:12:00,56.71,Travel,GB,dev_380,pos,0
1523,401,2025-03-09 18:39:00,232.01,Electronics,CA,dev_888,pos,0
1524,820,2025-01-06 14:46:00,149.79,Travel,GB,dev_873,mobile,0
1525,46,2025-02-06 10:01:00,104.8,Fuel,US,dev_585,mobile,0
1526,952,2025-03-01 19:36:00,61.58,Travel,GB,dev_328,mobile,0
1527,272,2025-02-08 20:54:00,14.48,Electronics,GB,dev_360,mobile,0
1528,272,2025-01-01 16:14:00,14.93,GiftCards,US,dev_506,web,0
1529,441,2025-01-07 02:51:00,201.8,Restaurants,GB,dev_526,web,0
1530,514,2025-03-23 09:49:00,152.06,Grocery,CA,dev_694,web,0
1531,547,2025-03-26 17:18:00,214.53,GiftCards,GB,dev_843,mobile,0
1532,182,2025-03-11 20:12:00,8.48,GiftCards,US,dev_436,pos,0
1533,252,2025-03-03 00:06:00,2323.41,Electronics,NG,dev_773,mobile,1
1534,688,2025-02-02 13:10:00,226.96,Electronics,US,dev_470,web,0
